file,header_id,header_base,manifest_id,hash_match,sha256,verification
2018-0062__AD_2018-0062_2__EASA_AD_2018_0062.pdf,2018-0062,2018-0062,2018-0062,True,4dd2d8436b8e1ab3cdb42aada11cf111c397aae288b05c787a2acf0734171681,First-page AD header
2018-0064__AD_2018-0064_2__EASA_AD_2018_0064.pdf,2018-0064,2018-0064,2018-0064,True,bb94f16be60e82c3b818df47795fd52938ae74670fc8f2661376f5b49ed81896,First-page AD header
2018-0068__AD_2018-0068_1__EASA_AD_2018_0068_superseded.pdf,2018-0068,2018-0068,2018-0068,True,a7c25d95b35e5a12d3d59ce6763bf69d8122db66d867982204a5473bb53e18a8,First-page AD header
2018-0074__AD_2018-0074_1__EASA_AD_2018_0074.pdf,2018-0074,2018-0074,2018-0074,True,2430fb300aa6a3fd2def018e392cc5a7cfe3a003dc7839b698980c7e4f76cb0c,First-page AD header
2018-0091__AD_2018-0091_1__EASA_AD_2018_0091.pdf,2018-0091,2018-0091,2018-0091,True,20feac0a49b3afa68bff66d6271565fadb5fc3077709970383204ae0b1cd0d0b,First-page AD header
2018-0096__AD_2018-0096_1__EASA_AD_2018_0096_superseded.pdf,2018-0096,2018-0096,2018-0096,True,9a966002d3c6078b4e0cf384be435d4d68b4668d79abe6c41974fddf18b7c8f5,First-page AD header
2018-0097__AD_2018-0097_1__EASA_AD_2018_0097_superseded.pdf,2018-0097,2018-0097,2018-0097,True,f03478db78724462b9cecf7cf31ea951407feacd829bdaf9b2d8868663e6b033,First-page AD header
2018-0098__AD_2018-0098_1__EASA_AD_2018_0098.pdf,2018-0098,2018-0098,2018-0098,True,2bf458462bfefe22c43c0deaa5ddf5972ff321b706b6e1e6095b8efefc3f221b,First-page AD header
2018-0099__AD_2018-0099_1__EASA_AD_2018_0099.pdf,2018-0099,2018-0099,2018-0099,True,072e8266de5f2fe925fe3730eb893ce0b231f51416e7268e4602c6bc2fc96fca,First-page AD header
2018-0100__AD_2018-0100_1__EASA_AD_2018_0100_superseded.pdf,2018-0100,2018-0100,2018-0100,True,9bea77ad767bc11182509777023e3eb08d471fa4b5adac2da0219ef47461eabc,First-page AD header
2018-0102__AD_2018-0102_1__EASA_AD_2018_0102.pdf,2018-0102,2018-0102,2018-0102,True,ceb175412eb80be157c0caa0bdcae7d166b78f9ca89ebaff6864b02f601ef9c0,First-page AD header
2018-0108__AD_2018-0108_1__EASA_AD_2018_0108.pdf,2018-0108,2018-0108,2018-0108,True,8dc8f8bc2101057504d713f4a45613551e3e6c99367ca3c2936059eab7c785e2,First-page AD header
2018-0110__AD_2018-0110_1__EASA_AD_2018_0110.pdf,2018-0110,2018-0110,2018-0110,True,77b2eb2ff9f9f0a7d4e6ae4c48a2af0f361ca0fc6aaa2da828837e33e7a53310,First-page AD header
2018-0111R1__AD_2018-0111R1_1__EASA_AD_2018_0111_R1.pdf,2018-0111R1,2018-0111,2018-0111R1,True,833af6879e5d7316a486319b47e73dd887d75c75d156bf81e80bcd9dfd53a98d,First-page AD header
2018-0116__AD_2018-0116_1__EASA_AD_2018_0116_superseded.pdf,2018-0116,2018-0116,2018-0116,True,0ac5374f5e44ad09596cacb96199ab143fc50f2e05170f9e7e90b5f8af355368,First-page AD header
2018-0117R1__AD_2018-0117R1_1__EASA_AD_2018_0117_R1.pdf,2018-0117R1,2018-0117,2018-0117R1,True,b586076aba18a0c817d62a4d450056126cb905dccb33f3e505562444d6b2ad8a,First-page AD header
2018-0118R1__AD_2018-0118R1_1__EASA_AD_2018_0118_R1_superseded.pdf,2018-0118R1,2018-0118,2018-0118R1,True,fa12d21f7c9e158d192ce994cc4d3aa6bfa7757c73462c53877615cd4bd36e3d,First-page AD header
2018-0119__AD_2018-0119_1__EASA_AD_2018_0119.pdf,2018-0119,2018-0119,2018-0119,True,24eaac6f0026c13560898e35c5ec0199e74754562d15d1de5beaf1e242d3cb11,First-page AD header
2018-0123__AD_2018-0123_1__EASA_AD_2018_0123.pdf,2018-0123,2018-0123,2018-0123,True,98f68816ee4878c509b71a3b00c84cabc6f930f258de8d928f13d23ed584403c,First-page AD header
2018-0129__AD_2018-0129_1__EASA_AD_2018_0129.pdf,2018-0129,2018-0129,2018-0129,True,f02a9da769102dc998408e7c04552c5372c3b1d8e15116e7bc9f999f8ab8b6f8,First-page AD header
2018-0131__AD_2018-0131_2__EASA_AD_2018_0131_superseded.pdf,2018-0131,2018-0131,2018-0131,True,a6a7b048e0873a2d492ee85bf5293ed21b9355d65a8c35d674535e31a7355702,First-page AD header
2018-0135R1__AD_2018-0135R1_1__EASA_AD_2018_0135_R1_superseded.pdf,2018-0135R1,2018-0135,2018-0135R1,True,5faabaad77dddb07e4b9534d4023a81540de62e9e6123026f0a1c4376ae88eec,First-page AD header
2018-0136__AD_2018-0136_1__EASA_AD_2018_0136_superseded.pdf,2018-0136,2018-0136,2018-0136,True,fcdbfe5df25293bec489cbc0a1530ae79bd32e9df10fb26597beadcce8788dcf,First-page AD header
2018-0137R1__AD_2018-0137R1_1__EASA_AD_2018_0137_R1.pdf,2018-0137R1,2018-0137,2018-0137R1,True,a41ace98349e5ff000f4389a2ffacbf02561f4df12fe57b677214d87444db530,First-page AD header
2018-0138__AD_2018-0138_1__EASA_AD_2018_0138.pdf,2018-0138,2018-0138,2018-0138,True,5fe1ea9ab22d15b441b6eeb6b252543198d4a8dfde7a1e6e38908b0a34c80961,First-page AD header
2018-0141__AD_2018-0141_1__EASA_AD_2018_0141_superseded.pdf,2018-0141,2018-0141,2018-0141,True,a93b1544a9abea3217bf7cd2f3785acee5514548749d5263d8245bf90920cea7,First-page AD header
2018-0144R1__AD_2018-0144R1_1__EASA_AD_2018_0144_R1.pdf,2018-0144R1,2018-0144,2018-0144R1,True,e1592436fbdf63b43221adb7f52f669c1b3f4b2a517b901d04d9750eefb80738,First-page AD header
2018-0145R3__AD_2018-0145R3_1__EASA_AD_2018_0145_R3.pdf,2018-0145R3,2018-0145,2018-0145R3,True,a3f49421d3f1fcad2181079b07ce3182f657a1cb985fd02d96c4031b2288745d,First-page AD header
2018-0146__AD_2018-0146_1__EASA_AD_2018_0146.pdf,2018-0146,2018-0146,2018-0146,True,c8ca3580c260f7e0cba031b95b7839e6a6aaff8d0a834b591b017c5f4c58d85a,First-page AD header
2018-0147__AD_2018-0147_1__EASA_AD_2018_0147_superseded.pdf,2018-0147,2018-0147,2018-0147,True,7f08ccde78e69c19f0e6d3646e89fb596f45e7b6f9afd10461aada8795af3fe4,First-page AD header
2018-0148R1__AD_2018-0148R1_1__EASA_AD_2018_0148_R1_superseded.pdf,2018-0148R1,2018-0148,2018-0148R1,True,c90e550e3e81f59df9c6f994aac824a8623736296573d874ee929b947c4c4a9b,First-page AD header
2018-0150__AD_2018-0150_1__EASA_AD_2018_0150.pdf,2018-0150,2018-0150,2018-0150,True,bd64954f9bc2a5c4f160fb842213502e5ecd95d7a8c514ceb7dbf8cec7a5f6cd,First-page AD header
2018-0151__AD_2018-0151_1__EASA_AD_2018_0151.pdf,2018-0151,2018-0151,2018-0151,True,bc17da6d4ae9c8a5da6a866983a392a25cf1b2bd0b6b91b49ad0358f4bfec9ff,First-page AD header
2018-0154__AD_2018-0154_1__EASA_AD_2018_0154.pdf,2018-0154,2018-0154,2018-0154,True,bf347efc57d9ee5c524a404511faeae884fe06d930cb0a1b64d2a8a6159b258f,First-page AD header
2018-0155__AD_2018-0155_1__EASA_AD_2018_0155.pdf,2018-0155,2018-0155,2018-0155,True,e256f7c0c06c0455f7d09696c0210dfc0caaa4404de37587d2a86d44ab629553,First-page AD header
2018-0160__AD_2018-0160_1__EASA_AD_2018_0160.pdf,2018-0160,2018-0160,2018-0160,True,b03b847baa0bcd7a9ff2375b62adcc4ba1c62e0c8dc6f17f8cfd9082803867be,First-page AD header
2018-0161__AD_2018-0161_1__EASA_AD_2018_0161.pdf,2018-0161,2018-0161,2018-0161,True,f34ad672dbd61cb91a9b06ccd286b2df1da3c149212f8df4b34123a1b161cf6e,First-page AD header
2018-0162__AD_2018-0162_1__EASA_AD_2018_0162.pdf,2018-0162,2018-0162,2018-0162,True,fdce63245e751b1168630059de2058f8a051b3ffe0ec363cfea24f1d6c19111c,First-page AD header
2018-0170__AD_2018-0170_1__EASA_AD_2018_0170_superseded.pdf,2018-0170,2018-0170,2018-0170,True,ec44caf3381724b311498039a4ed08380243710583d42d06749a16cca2333bd5,First-page AD header
2018-0174__AD_2018-0174_1__EASA_AD_2018_0174.pdf,2018-0174,2018-0174,2018-0174,True,706dc0c36f4c0f841fac7e3da8b6537f8ef1756bebd752cbfadf7799bf57b2eb,First-page AD header
2018-0178__AD_2018-0178_2__EASA_AD_2018_0178.pdf,2018-0178,2018-0178,2018-0178,True,cc4eaa6b975ed504d9ba90ca86026e693edf7e1414dfa4d85a80c50398316a33,First-page AD header
2018-0179__AD_2018-0179_1__EASA_AD_2018_0179_superseded.pdf,2018-0179,2018-0179,2018-0179,True,0d95b91674eb921c86807c2b937ef41728ddf55de72188ee7c1d187c0d311eed,First-page AD header
2018-0180__AD_2018-0180_1__EASA_AD_2018_0180_superseded.pdf,2018-0180,2018-0180,2018-0180,True,b33a5a8ec50289c7c8ce83fcf984dff959b18668877041409112a753d216912f,First-page AD header
2018-0189__AD_2018-0189_1__EASA_AD_2018_0189.pdf,2018-0189,2018-0189,2018-0189,True,8469db99c8e93df8ab01fa447f1f1e88fefda170b6e98b575dce86f06fe0b60f,First-page AD header
2018-0191R1__AD_2018-0191R1_1__EASA_AD_2018_0191_R1.pdf,2018-0191R1,2018-0191,2018-0191R1,True,ac3bc8bffbe8fef3afbfc0ea37aa9cd31f2072a59e9213b9dbb6b6a4a47c5d22,First-page AD header
2018-0192__AD_2018-0192_1__EASA_AD_2018_0192.pdf,2018-0192,2018-0192,2018-0192,True,6519eb4606711bbdf862d187334f39f9b6612340882d3e56e279254cb97cd6a8,First-page AD header
2018-0196__AD_2018-0196_1__EASA_AD_2018_0196.pdf,2018-0196,2018-0196,2018-0196,True,1a7f1c21d5abd09f89d726ea368c6e07e24110c929e7ce4c624f2d01d2a7e8db,First-page AD header
2018-0198__AD_2018-0198_1__EASA_AD_2018_0198.pdf,2018-0198,2018-0198,2018-0198,True,f665fa918116df3f4f5478ce7d5b6d1682ab3c5c6ee53a9869c2175f7349dc78,First-page AD header
2018-0200__AD_2018-0200_1__EASA_AD_2018_0200.pdf,2018-0200,2018-0200,2018-0200,True,6efaa8d4b08cf8cb5b1ce25f8e36bbc74cafb0a4d55caaa867c1280eeb705629,First-page AD header
2018-0201__AD_2018-0201_1__EASA_AD_2018_0201.pdf,2018-0201,2018-0201,2018-0201,True,ee8bf5f1270acd2af1b5d05bb5dc0cb982a7cfa1b6c498d01886dcd99f64d9ca,First-page AD header
2018-0212R1__AD_2018-0212R1_1__EASA_AD_2018_0212_R1.pdf,2018-0212R1,2018-0212,2018-0212R1,True,e72cc293bfbee19465e1f3c2f8a6e5d6d3631af44029a57ce9f70d4c6c322262,First-page AD header
2018-0213R1__AD_2018-0213R1_1__EASA_AD_2018_0213_R1_superseded.pdf,2018-0213R1,2018-0213,2018-0213R1,True,ff65cd2029ff4dda13a2078324e95241135046e943f179add6fb876a0b62d4cc,First-page AD header
2018-0215__AD_2018-0215_1__EASA_AD_2018_0215_superseded.pdf,2018-0215,2018-0215,2018-0215,True,7220fd0c17aee18a2af77f3d64326fcde23cd1e7cc1cfcd68d3da0f5236d25d3,First-page AD header
2018-0218__AD_2018-0218_1__EASA_AD_2018_0218C1_superseded.pdf,2018-0218,2018-0218,2018-0218,True,b35f45a36f2368a494e7d92ef8fc60b87165fe1671985cec506bee520072b837,First-page AD header
2018-0220__AD_2018-0220_1__EASA_AD_2018_0220.pdf,2018-0220,2018-0220,2018-0220,True,5b5e258ca76b67a952deeee7bbb0dd25a59700c2ef9829ef7cfbf526efc6e686,First-page AD header
2018-0221__AD_2018-0221_1__EASA_AD_2018_0221.pdf,2018-0221,2018-0221,2018-0221,True,6f2ad3e0e6c68a5f123c59cbc4e1d511792458e1010d6545e08846cdf2afbc2f,First-page AD header
2018-0224__AD_2018-0224_1__EASA_AD_2018_0224.pdf,2018-0224,2018-0224,2018-0224,True,3aa94dbc002a7acc3417214b803cb169ba09b26af9e491209b800cdfa8dc864e,First-page AD header
2018-0226-CN__AD_2018-0226-CN_1__EASA_AD_2018_0226_CN.pdf,2018-0226,2018-0226,2018-0226,True,0c5a2e74e29355846ec55edcc33c932610147fcd264eb8b050543d003bc59164,First-page AD header
2018-0227__AD_2018-0227_1__EASA_AD_2018_0227.pdf,2018-0227,2018-0227,2018-0227,True,01d06a98d1620878fe38f52c011a9afb560dc8af7362824c6704223ffb714781,First-page AD header
2018-0228__AD_2018-0228_1__EASA_AD_2018_0228.pdf,2018-0228,2018-0228,2018-0228,True,da5303bab086e5fd1f3b54dd60b19a44ff583287d2ab8d705d38b1d606881e32,First-page AD header
2018-0229R1__AD_2018-0229R1_1__EASA_AD_2018_0229_R1.pdf,2018-0229R1,2018-0229,2018-0229R1,True,65c94db92ba8cb93360816c835549b39b02c563361e936fbc04a0942a376f2f5,First-page AD header
2018-0231__AD_2018-0231_1__EASA_AD_2018_0231_superseded.pdf,2018-0231,2018-0231,2018-0231,True,3c713f3794123e21ef233d095fa2f90e0d4225ed70486fb5444d0e3b171440d7,First-page AD header
2018-0233R1__AD_2018-0233R1_1__EASA_AD_2018_0233_R1_superseded.pdf,2018-0233R1,2018-0233,2018-0233R1,True,6a40fc98a03b3626b5dfce8606be8b190947688be177d9b815c3c09ae5ee03d0,First-page AD header
2018-0234R3__AD_2018-0234R3_1__EASA_AD_2018_0234R3.pdf,2018-0234R3,2018-0234,2018-0234R3,True,1ad996e3760b89a26eeb110344d8fe95e7d10edd5a318abfe164dafe635f684b,First-page AD header
2018-0243__AD_2018-0243_1__EASA_AD_2018_0243.pdf,2018-0243,2018-0243,2018-0243,True,9e2bde414e7f6836fdc358487172c2cc918c88de347b8fd1058f3fcb28307c63,First-page AD header
2018-0244__AD_2018-0244_1__EASA_AD_2018_0244.pdf,2018-0244,2018-0244,2018-0244,True,1cc1af046b034aa004babcf339be8b88d7aa9008d889962ad033503f4875d065,First-page AD header
2018-0245R1__AD_2018-0245R1_1__EASA_AD_2018_0245_R1_superseded.pdf,2018-0245R1,2018-0245,2018-0245R1,True,6c4dccc8771b225a988ba677f4f4b54cb83f04d40799034b977cdf5408d6700d,First-page AD header
2018-0246__AD_2018-0246_1__EASA_AD_2018_0246.pdf,2018-0246,2018-0246,2018-0246,True,23a12457cfa740b45c583778e23c85abd9225eb7db58127f30914e6733d3e364,First-page AD header
2018-0249R1__AD_2018-0249R1_1__EASA_AD_2018_0249_R1_C1.pdf,2018-0249R1,2018-0249,2018-0249R1,True,1863cafffb10a7e60a39b31704e4547bf234d639096cee9c63a96d9553c30517,First-page AD header
2018-0255__AD_2018-0255_2__EASA_AD_2018_0255_superseded.pdf,2018-0255,2018-0255,2018-0255,True,a22065d0bc4899291806b65470c668a091bd2f8832b6cb85f6f7cd5d9710c5ee,First-page AD header
2018-0256__AD_2018-0256_1__EASA_AD_2018_0256.pdf,2018-0256,2018-0256,2018-0256,True,20a4af44cb0b7c314bf8e474ee286ad84092e77fc27643481424f704a34edb23,First-page AD header
2018-0259R1__AD_2018-0259R1_1__EASA_AD_2018_0259_R1_superseded.pdf,2018-0259R1,2018-0259,2018-0259R1,True,adf50878bfdc076818123838a662a30555fd4fd84697630396a81c76c9c18d53,First-page AD header
2018-0266__AD_2018-0266_1__EASA_AD_2018_0266_Superseded.pdf,2018-0266,2018-0266,2018-0266,True,a2a23869ed5ee66eaabc0b369f54865933f698c3415c9d1f8be4b80ab3b5c87a,First-page AD header
2018-0267__AD_2018-0267_1__EASA_AD_2018_0267.pdf,2018-0267,2018-0267,2018-0267,True,590d6757ec6bb591ec148c427fc589c66d061335519fb8d78980d30496c6f746,First-page AD header
2018-0271__AD_2018-0271_1__EASA_AD_2018_0271_superseded.pdf,2018-0271,2018-0271,2018-0271,True,0171a28f407fd35d4daf50cade55af1900fc3ac44955ea64642e95c19decc490,First-page AD header
2018-0275__AD_2018-0275_1__EASA_AD_2018_0275.pdf,2018-0275,2018-0275,2018-0275,True,564c8d3c703ac76832a9bfcf31c3783d35326965b61219c9be557eb276d85ac9,First-page AD header
2018-0276R1__AD_2018-0276R1_1__EASA_AD_2018_0276_R1_C1.pdf,2018-0276R1,2018-0276,2018-0276R1,True,bd89979f86195e39c4fe7b0f8813822443dec17740930910c5843a3e30e392a6,First-page AD header
2018-0288__AD_2018-0288_1__EASA_AD_2018_0288_superseded.pdf,2018-0288,2018-0288,2018-0288,True,3eeb3ce5fc8539dc795d1cfe168b9512a83f3d98026c5c0ff747ca0996572b2d,First-page AD header
2018-0289R1__AD_2018-0289R1_1__EASA_AD_2018_0289R1_superseded.pdf,2018-0289R1,2018-0289,2018-0289R1,True,4155102d56147ecb5b7533834f930f7271300416f52a8236f17c5414d9fdf129,First-page AD header
2018-0290__AD_2018-0290_1__EASA_AD_2018_0290.pdf,2018-0290,2018-0290,2018-0290,True,b1f863462cfbdfccc3709032bcb3d831f2256782f0347537529281bd015da199,First-page AD header
2019-0002__AD_2019-0002_1__EASA_AD_2019_0002_superseded.pdf,2019-0002,2019-0002,2019-0002,True,3311f01d37e24238a81d249ebfc93f283f98edb0978032ae3a4b516b86b87846,First-page AD header
2019-0005__AD_2019-0005_1__EASA_AD_2019_0005.pdf,2019-0005,2019-0005,2019-0005,True,6f8f78a71fa46d70fbe57be8492b7d48a8b460d34ed41a729846ba7d91aa50f8,First-page AD header
2019-0006__AD_2019-0006_1__EASA_AD_2019_0006.pdf,2019-0006,2019-0006,2019-0006,True,0d01f7d0cc9b92f53433b5771e1b04fd6a2596ab0831f34af2f843b06e4099e0,First-page AD header
2019-0011R2__AD_2019-0011R2_2__EASA_AD_2019_0011_R2.pdf,2019-0011R2,2019-0011,2019-0011R2,True,f7c12e93b9823beb48a9a2d36495012f50e5a07384bdcc9eef28a5ca91267544,First-page AD header
2019-0012__AD_2019-0012_1__EASA_AD_2019_0012_superseded.pdf,2019-0012,2019-0012,2019-0012,True,48162af86a95c82f7e30928d3ebc89fb3afff8a2ad1bcbb924eafbcba9c271e0,First-page AD header
2019-0014__AD_2019-0014_1__EASA_AD_2019_0014.pdf,2019-0014,2019-0014,2019-0014,True,dc5021c4c63c6b28b2986c7365d65cad93c837889f56a0d39643e5360e6a5b97,First-page AD header
2019-0017__AD_2019-0017_2__EASA_AD_2019_0017.pdf,2019-0017,2019-0017,2019-0017,True,ca26ed8b5d97faf4f7d773ecb942eec035ba6cb5c57ddebb4d5cef6351280892,First-page AD header
2019-0020__AD_2019-0020_1__EASA_AD_2019_0020.pdf,2019-0020,2019-0020,2019-0020,True,d8285b6536eae1c4605fbedd84b5ea2704c5768f3f7b720e55f5b134f6a4f3d4,First-page AD header
2019-0026__AD_2019-0026_1__EASA_AD_2019_0026.pdf,2019-0026,2019-0026,2019-0026,True,ac163d792da25252cad90b5c6a6593047440a83e5da1cd9a1296cae1a82b695e,First-page AD header
2019-0027__AD_2019-0027_1__EASA_AD_2019_0027_superseded.pdf,2019-0027,2019-0027,2019-0027,True,c37eca4f2496674c7bb6a337828e7d9718577791feb8a6ecc416bbdb1bc02f9c,First-page AD header
2019-0028__AD_2019-0028_1__EASA_AD_2019_0028.pdf,2019-0028,2019-0028,2019-0028,True,c71260f7fc6167794a6427105118cff51ea4574d53cdc0c2eaeb4ccced9856ca,First-page AD header
2019-0031__AD_2019-0031_2__EASA_AD_2019_0031.pdf,2019-0031,2019-0031,2019-0031,True,f7f5f75e71ee2a384db6e213d5d3efb911a1887727dda946d2ecd4da12d934f8,First-page AD header
2019-0035R1__AD_2019-0035R1_1__EASA_AD_2019_0035_R1.pdf,2019-0035R1,2019-0035,2019-0035R1,True,4dedaebb7a064ab4551c4df140fd2e67bb728953f65aee2f2dfb93d757a2afc6,First-page AD header
2019-0038__AD_2019-0038_1__EASA_AD_2019_0038_superseded.pdf,2019-0038,2019-0038,2019-0038,True,5342dbaff96271beff5667962e50e268240c562572d533e764b0aa80fd57b760,First-page AD header
2019-0042__AD_2019-0042_1__EASA_AD_2019_0042.pdf,2019-0042,2019-0042,2019-0042,True,0ca7d19d84949a73ae291b02bb85cb53e65d65ba4b8a4f4bd37897d6b644ebbb,First-page AD header
2019-0044R1__AD_2019-0044R1_2__EASA_AD_2019_0044_R1.pdf,2019-0044R1,2019-0044,2019-0044R1,True,b6977f4d59af898f96c6781c365c857868213639d1821996b4b5156d8ac68b46,First-page AD header
2019-0047__AD_2019-0047_1__EASA_AD_2019_0047_superseded.pdf,2019-0047,2019-0047,2019-0047,True,db1290fc6100c5fa077204600a47fb1ccd51ac4d34832421696e2b554df73269,First-page AD header
2019-0048__AD_2019-0048_1__EASA_AD_2019_0048_superseded.pdf,2019-0048,2019-0048,2019-0048,True,f818fc648e331c5ea448672767635027b42ee75d0e44f65b5f2fa9b467fa4283,First-page AD header
2019-0049__AD_2019-0049_1__EASA_AD_2019_0049_superseded.pdf,2019-0049,2019-0049,2019-0049,True,0ea29a9882a55b804155359bd5b50f262eaab30e536c3add1dbb412c7b61f1e0,First-page AD header
2019-0050__AD_2019-0050_1__EASA_AD_2019_0050_superseded.pdf,2019-0050,2019-0050,2019-0050,True,ff6319215d1273de1b6ab10b939277f162f179904a8321ccd331c774464da2f0,First-page AD header
2019-0056__AD_2019-0056_1__EASA_AD_2019_0056_superseded.pdf,2019-0056,2019-0056,2019-0056,True,5e30f625e23c06ef03a64f9aaca1f33a2b4d046c550e60dbb349b83dcb260955,First-page AD header
2019-0059__AD_2019-0059_1__EASA_AD_2019_0059_superseded.pdf,2019-0059,2019-0059,2019-0059,True,9b2349f7e28f273590035c4acef3ca4f5657e28758c7bb1e7e77b94d8ea8bc5a,First-page AD header
2019-0063__AD_2019-0063_2__EASA_AD_2019_0063_superseded.pdf,2019-0063,2019-0063,2019-0063,True,c329b52241c5b4c53e329544cf092232dfe619795a4ee672301fd58ab60b2146,First-page AD header
2019-0065__AD_2019-0065_1__EASA_AD_2019_0065.pdf,2019-0065,2019-0065,2019-0065,True,33a39937e9749980cd27ceb045b2d85c4bddfba7986caae665e69f36df7a3064,First-page AD header
2019-0067R1__AD_2019-0067R1_1__EASA_AD_2019_0067_R1_superseded.pdf,2019-0067R1,2019-0067,2019-0067R1,True,15543b6a4e5c4f37c5d9f9d32b3d7b6c30b344b6828bcc48b2e1d7ab8b99c1f6,First-page AD header
2019-0068__AD_2019-0068_1__EASA_AD_2019_0068.pdf,2019-0068,2019-0068,2019-0068,True,210ffb731e4813eb595701a98a5a186ba994857096ca152a6a988bf640a65cb5,First-page AD header
2019-0069R2__AD_2019-0069R2_1__EASA_AD_2019_0069_R2_C1.pdf,2019-0069R2,2019-0069,2019-0069R2,True,cef48edd4f0ff532bf7d538d82c71854aff907c5296a983c6e30a6550fa9e772,First-page AD header
2019-0072__AD_2019-0072_1__EASA_AD_2019_0072_superseded.pdf,2019-0072,2019-0072,2019-0072,True,db1a8939c24f4849c1b474cbc271947182a76087dbfd64bfe6d6949525518b05,First-page AD header
2019-0076__AD_2019-0076_1__EASA_AD_2019_0076.pdf,2019-0076,2019-0076,2019-0076,True,080ea0b5de0fad50d91c981cef4b83b141e13c56c5f46c12fa103345cf05fecc,First-page AD header
2019-0078__AD_2019-0078_1__EASA_AD_2019_0078.pdf,2019-0078,2019-0078,2019-0078,True,7c893ef5cca7335a7c8ab84798fe8620153b1335fcf05beb30e82298bf0ca841,First-page AD header
2019-0081__AD_2019-0081_1__EASA_AD_2019_0081.pdf,2019-0081,2019-0081,2019-0081,True,67c913fef856afee3bb10842f90c70ecbc34731bbaee713719bbdb701e6a20f6,First-page AD header
2019-0083__AD_2019-0083_1__EASA_AD_2019_0083.pdf,2019-0083,2019-0083,2019-0083,True,68e299746df3a98f839f57f93e51cf499430603849f3928945f8682c0111f004,First-page AD header
2019-0085__AD_2019-0085_1__EASA_AD_2019_0085_superseded.pdf,2019-0085,2019-0085,2019-0085,True,c198c3074316694e150aa634b1a1847cd410683e17eb2109a73568911911ad3d,First-page AD header
2019-0090__AD_2019-0090_1__EASA_AD_2019_0090_Superseded.pdf,2019-0090,2019-0090,2019-0090,True,beb7978864ef94ae84ee70ff40e5bc7b2014e23465b90353b2802318839b428f,First-page AD header
2019-0091__AD_2019-0091_1__EASA_AD_2019_0091_Superseded.pdf,2019-0091,2019-0091,2019-0091,True,f1eaa252ec127048d92d44a92763883e4fd5e0aa64fd3dd9fb0d570238b05f1a,First-page AD header
2019-0093__AD_2019-0093_1__EASA_AD_2019_0093_superseded.pdf,2019-0093,2019-0093,2019-0093,True,18b7f0f02dbbab1421669d63794cc8c284f72f71da9f7c07524b4972b997e293,First-page AD header
2019-0094__AD_2019-0094_1__EASA_AD_2019_0094.pdf,2019-0094,2019-0094,2019-0094,True,3df69cabfc8f139e199bd71a9369d9ba17256d6e4aa0a31b05fe7ca34d68d20c,First-page AD header
2019-0098__AD_2019-0098_1__EASA_AD_2019_0098.pdf,2019-0098,2019-0098,2019-0098,True,09125d65aec2c712c69f0be91569a5d24a86c52b3539d0c555f7fd3bd5797ebc,First-page AD header
2019-0100__AD_2019-0100_1__EASA_AD_2019_0100.pdf,2019-0100,2019-0100,2019-0100,True,bffd6a66b91e6d1270b53af09e6a9b0e95707ad97f763141dbbf26bae06f976e,First-page AD header
2019-0106__AD_2019-0106_1__EASA_AD_2019_0106_superseded.pdf,2019-0106,2019-0106,2019-0106,True,96ea663ea964bf2b40367f1bc4c2cf5ad75556a4d79ecfb9664e6844736d38df,First-page AD header
2019-0114__AD_2019-0114_1__EASA_AD_2019_0114_superseded.pdf,2019-0114,2019-0114,2019-0114,True,a082b62a3028409a93e28ac5e4802b866b2439063162ffb5ef51c1139d6cc73f,First-page AD header
2019-0115__AD_2019-0115_1__EASA_AD_2019_0115.pdf,2019-0115,2019-0115,2019-0115,True,1f0525940c455f89612b50e1dc3103543017e6d57f1c9b64d948042e42c5940b,First-page AD header
2019-0122__AD_2019-0122_1__EASA_AD_2019_0122.pdf,2019-0122,2019-0122,2019-0122,True,56f045568f2afa0081ad67ebcf6f1367c0d71af25228013144cefca5bc82433b,First-page AD header
2019-0123R1__AD_2019-0123R1_1__EASA_AD_2019_0123_R1_superseded.pdf,2019-0123R1,2019-0123,2019-0123R1,True,e6883063d797115838eaca6f596b51bbb0e613fbc2b815dbdb7c5e5457af613e,First-page AD header
2019-0124__AD_2019-0124_1__EASA_AD_2019_0124_superseded.pdf,2019-0124,2019-0124,2019-0124,True,89be7d526fffcd694dda967ddbcb6423d731a8a48e65bb811845427a6893687e,First-page AD header
2019-0126__AD_2019-0126_2__EASA_AD_2019_0126.pdf,2019-0126,2019-0126,2019-0126,True,787edffbb8a9d880f6acb656c5c5dd990619606758b1eba8fc9eec7791848814,First-page AD header
2019-0127__AD_2019-0127_1__EASA_AD_2019_0127.pdf,2019-0127,2019-0127,2019-0127,True,d507cefe227f23e6a3ddbdbec6401405ff7f3ded93249d6e6ec6266b164ab63b,First-page AD header
2019-0138R1__AD_2019-0138R1_1__EASA_AD_2019_0138_R1_C1.pdf,2019-0138R1,2019-0138,2019-0138R1,True,3767d27a1c9efce48e39ae18e78b21a5636cf757a337a979ad9fa7eff52f4b23,First-page AD header
2019-0140__AD_2019-0140_2__EASA_AD_2019_0140.pdf,2019-0140,2019-0140,2019-0140,True,e04c6e9ebdb25c15de7fc600d63ad1a26f11c12ea82d46c40d8e370d3fbba219,First-page AD header
