base_ad_number,version_order,ad_number,version_label,issue_date,is_emergency,is_correction,correction_date,previous_version,next_version,latest_version,is_latest_version,file_instance_id,relative_path
2016-0231,1,2016-0231,2016-0231,2016-12-06,False,False,,,,2016-0231,True,eee1872bc8770423,2016-0231__AD_2016-0231_1__EASA_AD_2016_0231_superseded.pdf
2016-0236,1,2016-0236,2016-0236,2016-12-09,False,False,,,,2016-0236,True,f678519b83199152,2016-0236__AD_2016-0236_1__EASA_AD_2016_0236.pdf
2016-0238,1,2016-0238,2016-0238,2016-12-16,False,False,,,,2016-0238,True,08cc5f653b3afd1b,2016-0238__AD_2016-0238_1__EASA_AD_2016_0238_superseded.pdf
2016-0239,1,2016-0239,2016-0239,2016-12-16,False,False,,,,2016-0239,True,30c8abdca6bb06c8,2016-0239__AD_2016-0239_1__EASA_AD_2016_0239_superseded.pdf
2016-0241,1,2016-0241,2016-0241,2016-12-20,False,False,,,,2016-0241,True,f1f98cff4a7f6fe2,2016-0241__AD_2016-0241_1__EASA_AD_2016_0241.pdf
2016-0248,1,2016-0248,2016-0248,2016-12-29,False,False,,,,2016-0248,True,1ad0bc67b615d56e,2016-0248__AD_2016-0248_1__EASA_AD_2016_0248.pdf
2016-0249,1,2016-0249,2016-0249,2016-12-28,False,False,,,,2016-0249,True,c617acfa67532110,2016-0249__AD_2016-0249_1__EASA_AD_2016_0249_C1_superseded.pdf
2016-0251,1,2016-0251R1,2016-0251R1,,False,False,,,,2016-0251R1,True,fca2673a8aec79db,2016-0251R1__AD_2016-0251R1_1__EASA_AD_2016_0251_R1_superseded.pdf
2016-0253,1,2016-0253,2016-0253,2016-12-29,False,False,,,,2016-0253,True,b009bd8443947238,2016-0253__AD_2016-0253_1__EASA_AD_2016_0253_superseded.pdf
2016-0257,1,2016-0257,2016-0257,2016-12-30,False,False,,,,2016-0257,True,498a9e83c6102405,2016-0257__AD_2016-0257_1__EASA_AD_2016_0257.pdf
2017-0009,1,2017-0009,2017-0009,2017-01-30,False,False,,,,2017-0009,True,2b03cea19028f995,2017-0009__AD_2017-0009_1__EASA_AD_2017_0009.pdf
2017-0013,1,2017-0013,2017-0013,2017-02-10,False,False,,,,2017-0013,True,67c94127f7b8e53d,2017-0013__AD_2017-0013_1__EASA_AD_2017_0013.pdf
2017-0015,1,2017-0015,2017-0015,2017-02-14,False,False,,,,2017-0015,True,b0ddaa7288631f8b,2017-0015__AD_2017-0015_1__EASA_AD_2017_0015.pdf
2017-0021,1,2017-0021,2017-0021,2017-02-22,False,False,,,,2017-0021,True,4afe03e5359b1b6b,2017-0021__AD_2017-0021_1__EASA_AD_2017_0021.pdf
2017-0023,1,2017-0023,2017-0023,2017-02-24,False,False,,,,2017-0023,True,efdc1774ca43f27d,2017-0023__AD_2017-0023_1__EASA_AD_2017_0023_superseded.pdf
2017-0027,1,2017-0027,2017-0027,2017-03-01,False,False,,,,2017-0027,True,1149765d5e7d9679,2017-0027__AD_2017-0027_1__EASA_AD_2017_0027_Superseded.pdf
2017-0029,1,2017-0029,2017-0029,2017-03-01,False,False,,,,2017-0029,True,12a668a5c2663816,2017-0029__AD_2017-0029_1__EASA_AD_2017_0029_Superseded.pdf
2017-0030,1,2017-0030,2017-0030,2017-03-01,False,False,,,,2017-0030,True,d93c9918b721dc22,2017-0030__AD_2017-0030_1__EASA_AD_2017_0030_Superseded.pdf
2017-0041,1,2017-0041,2017-0041,2017-03-10,False,False,,,,2017-0041,True,089f172d2c98e62a,2017-0041__AD_2017-0041_1__EASA_AD_2017_0041_C1.pdf
2017-0044,1,2017-0044,2017-0044,2017-03-23,False,False,,,,2017-0044,True,bbe66076f326cd84,2017-0044__AD_2017-0044_1__EASA_AD_2017_0044_cancelled.pdf
2017-0048,1,2017-0048,2017-0048,2017-03-29,False,False,,,,2017-0048,True,bee5b1991b44fd65,2017-0048__AD_2017-0048_1__EASA_AD_2017_0048_C1.pdf
2017-0051,1,2017-0051,2017-0051,2017-04-07,False,False,,,,2017-0051,True,5a26a08809262f7b,2017-0051__AD_2017-0051_1__EASA_AD_2017_0051.pdf
2017-0060,1,2017-0060,2017-0060,2017-04-21,False,False,,,,2017-0060,True,7321c9e095a3e4e6,2017-0060__AD_2017-0060_1__EASA_AD_2017_0060.pdf
2017-0063,1,2017-0063,2017-0063,2017-04-26,False,False,,,,2017-0063,True,70c0e20e2d4f0ae3,2017-0063__AD_2017-0063_1__EASA_AD_2017_0063.pdf
2017-0069,1,2017-0069,2017-0069,2017-05-23,False,False,,,,2017-0069,True,93449c2e9d5bfdfd,2017-0069__AD_2017-0069_1__EASA_AD_2017_0069_superseded.pdf
2017-0076,1,2017-0076,2017-0076,2017-05-17,False,False,,,,2017-0076,True,319937aa5e0f8419,2017-0076__AD_2017-0076_1__EASA_AD_2017_0076.pdf
2017-0078,1,2017-0078,2017-0078,2017-05-17,False,False,,,,2017-0078,True,536e3b8428c31bf6,2017-0078__AD_2017-0078_2__EASA_AD_2017_0078_superseded.pdf
2017-0081,1,2017-0081,2017-0081,2017-05-22,False,False,,,,2017-0081,True,a3963ae4d14beca9,2017-0081__AD_2017-0081_1__EASA_AD_2017_0081.pdf
2017-0082,1,2017-0082,2017-0082,2017-05-22,False,False,,,,2017-0082,True,529a84dd3c2afc4a,2017-0082__AD_2017-0082_1__EASA_AD_2017_0082.pdf
2017-0091,1,2017-0091R2,2017-0091R2,2017-06-02,False,False,,,,2017-0091R2,True,9feaf8ba150454b8,2017-0091R2__AD_2017-0091R2_2__EASA_AD_2017_0091_R2.pdf
2017-0093,1,2017-0093,2017-0093,2017-05-31,False,False,,,,2017-0093,True,2e5194b223cb4e94,2017-0093__AD_2017-0093_1__EASA_AD_2017_0093.pdf
2017-0098,1,2017-0098R2,2017-0098R2,,False,False,,,,2017-0098R2,True,1c1069b24bdd22e0,2017-0098R2__AD_2017-0098R2_1__EASA_AD_2017_0098R2.pdf
2017-0099,1,2017-0099,2017-0099,2017-06-21,False,False,,,,2017-0099,True,e279dbdfe7f30ad3,2017-0099__AD_2017-0099_1__EASA_AD_2017_0099_superseded.pdf
2017-0105,1,2017-0105R2,2017-0105R2,,False,False,,,,2017-0105R2,True,d99f571b28812221,2017-0105R2__AD_2017-0105R2_2__EASA_AD_2017_0105_R2.pdf
2017-0117,1,2017-0117,2017-0117,2017-07-21,False,False,,,,2017-0117,True,432daef67679a521,2017-0117__AD_2017-0117_1__EASA_AD_2017_0117_superseded.pdf
2017-0119,1,2017-0119,2017-0119,2017-07-25,False,False,,,,2017-0119,True,0ed5714ab60772d1,2017-0119__AD_2017-0119_2__EASA_AD_2017_0119.pdf
2017-0122,1,2017-0122,2017-0122,2017-08-01,False,False,,,,2017-0122,True,d606c6a12b00e96f,2017-0122__AD_2017-0122_1__EASA_AD_2017_0122.pdf
2017-0128,1,2017-0128,2017-0128,2017-08-07,False,False,,,,2017-0128,True,66ebfc15b0c8f42f,2017-0128__AD_2017-0128_1__EASA_AD_2017_0128.pdf
2017-0129,1,2017-0129R1,2017-0129R1,,False,False,,,,2017-0129R1,True,ec7cdc15814ed157,2017-0129R1__AD_2017-0129R1_1__EASA_AD_2017_0129_R1.pdf
2017-0131,1,2017-0131R1,2017-0131R1,,False,False,,,,2017-0131R1,True,f6e4305834e828f6,2017-0131R1__AD_2017-0131R1_1__EASA_AD_2017_0131_R1_superseded.pdf
2017-0132,1,2017-0132R2,2017-0132R2,,False,False,,,,2017-0132R2,True,9648fa6235b2e2cc,2017-0132R2__AD_2017-0132R2_1__EASA_AD_2017_0132_R2.pdf
2017-0135,1,2017-0135,2017-0135,2017-08-11,False,False,,,,2017-0135,True,8582ee33c6da57ad,2017-0135__AD_2017-0135_1__EASA_AD_2017_0135_cancelled.pdf
2017-0138,1,2017-0138,2017-0138,2017-08-16,False,False,,,,2017-0138,True,7d2ac2fbbf233d3c,2017-0138__AD_2017-0138_1__EASA_AD_2017_0138_superseded.pdf
2017-0140,1,2017-0140R1,2017-0140R1,2017-08-21,False,False,,,,2017-0140R1,True,19c08cc1275de107,2017-0140R1__AD_2017-0140R1_1__EASA_AD_2017_0140R1.pdf
2017-0141,1,2017-0141,2017-0141,2017-08-22,False,False,,,,2017-0141,True,aaf506fe5a7b65b0,2017-0141__AD_2017-0141_1__EASA_AD_2017_0141.pdf
2017-0145,1,2017-0145,2017-0145,2017-09-14,False,False,,,,2017-0145,True,1af7f37535549144,2017-0145__AD_2017-0145_1__EASA_AD_2017_0145_superseded.pdf
2017-0150,1,2017-0150,2017-0150,2017-08-30,False,False,,,,2017-0150,True,e147acb20b4a8fac,2017-0150__AD_2017-0150_1__EASA_AD_2017_0150_superseded.pdf
2017-0152,1,2017-0152,2017-0152,2017-08-31,False,False,,,,2017-0152,True,50e7e6a94a7bbd55,2017-0152__AD_2017-0152_1__EASA_AD_2017_0152.pdf
2017-0153,1,2017-0153,2017-0153,2017-08-31,False,False,,,,2017-0153,True,40dc1ec67f075f1e,2017-0153__AD_2017-0153_1__EASA_AD_2017_0153.pdf
2017-0158,1,2017-0158R2,2017-0158R2,,False,False,,,,2017-0158R2,True,28a6182d22379873,2017-0158R2__AD_2017-0158R2_1__EASA_AD_2017_0158_R2.pdf
2017-0161,1,2017-0161R1,2017-0161R1,,False,False,,,,2017-0161R1,True,920eda0e283d5a01,2017-0161R1__AD_2017-0161R1_1__EASA_AD_2017_0161_R1_C1_superseded.pdf
2017-0168,1,2017-0168,2017-0168,2017-09-21,False,False,,,,2017-0168,True,2925f3526cb53b61,2017-0168__AD_2017-0168_1__EASA_AD_2017_0168_superseded.pdf
2017-0169,1,2017-0169,2017-0169,2017-09-21,False,False,,,,2017-0169,True,40ac6f557d1a9b1b,2017-0169__AD_2017-0169_1__EASA_AD_2017_0169_superseded.pdf
2017-0170,1,2017-0170,2017-0170,2017-09-21,False,False,,,,2017-0170,True,4a4f0a64af047de7,2017-0170__AD_2017-0170_1__EASA_AD_2017_0170_superseded.pdf
2017-0173,1,2017-0173,2017-0173,2017-09-22,False,False,,,,2017-0173,True,e8b5acf23213a4b6,2017-0173__AD_2017-0173_1__EASA_AD_2017_0173_superseded.pdf
2017-0178,1,2017-0178,2017-0178,2017-09-29,False,False,,,,2017-0178,True,a7f1c77d40e45e36,2017-0178__AD_2017-0178_1__EASA_AD_2017_0178.pdf
2017-0180,1,2017-0180,2017-0180,2017-09-22,False,False,,,,2017-0180,True,323bb275cd483b83,2017-0180__AD_2017-0180_1__EASA_AD_2017_0180_superseded.pdf
2017-0182,1,2017-0182,2017-0182,2017-10-03,False,False,,,,2017-0182,True,ad4cecbd210ca7fc,2017-0182__AD_2017-0182_1__EASA_AD_2017_0182_superseded.pdf
2017-0183,1,2017-0183,2017-0183,2017-10-04,False,False,,,,2017-0183,True,7ac5d5ccf95c79be,2017-0183__AD_2017-0183_1__EASA_AD_2017_0183_superseded.pdf
2017-0185,1,2017-0185,2017-0185,2017-10-06,False,False,,,,2017-0185,True,8b90f88dffc5ce79,2017-0185__AD_2017-0185_1__EASA_AD_2017_0185.pdf
2017-0186,1,2017-0186,2017-0186,2017-10-05,False,False,,,,2017-0186,True,35d921d962b12f06,2017-0186__AD_2017-0186_1__EASA_AD_2017_0186.pdf
2017-0188,1,2017-0188R1,2017-0188R1,,False,False,,,,2017-0188R1,True,429fb31b517be8a4,2017-0188R1__AD_2017-0188R1_1__EASA_AD_2017_0188_R1.pdf
2017-0195,1,2017-0195R1,2017-0195R1,,False,False,,,,2017-0195R1,True,8003e57f4ec8e196,2017-0195R1__AD_2017-0195R1_2__EASA_AD_2017_0195_R1.pdf
2017-0196,1,2017-0196,2017-0196,2017-10-19,False,False,,,,2017-0196,True,2eee03fe44218c67,2017-0196__AD_2017-0196_2__EASA_AD_2017_0196.pdf
2017-0200,1,2017-0200,2017-0200,2017-10-17,False,False,,,,2017-0200,True,4f23d85f630098c6,2017-0200__AD_2017-0200_1__EASA_AD_2017_0200_superseded.pdf
2017-0202,1,2017-0202,2017-0202,2017-10-26,False,False,,,,2017-0202,True,1467abf9321dc67a,2017-0202__AD_2017-0202_1__EASA_AD_2017_0202.pdf
2017-0203,1,2017-0203,2017-0203,2017-10-26,False,False,,,,2017-0203,True,dd5cf3d4f5f9bbed,2017-0203__AD_2017-0203_1__EASA_AD_2017_0203.pdf
2017-0204,1,2017-0204R1,2017-0204R1,,False,False,,,,2017-0204R1,True,4adc9abee9c29455,2017-0204R1__AD_2017-0204R1_1__EASA_AD_2017_0204_R1.pdf
2017-0205,1,2017-0205,2017-0205,2017-10-26,False,False,,,,2017-0205,True,ae498898c0fd9b28,2017-0205__AD_2017-0205_2__EASA_AD_2017_0205_Superseded.pdf
2017-0206,1,2017-0206,2017-0206,2017-10-26,False,False,,,,2017-0206,True,8a9ee04d90bed079,2017-0206__AD_2017-0206_1__EASA_AD_2017_0206_Superseded.pdf
2017-0207,1,2017-0207,2017-0207,2017-10-26,False,False,,,,2017-0207,True,b6db617aa9338904,2017-0207__AD_2017-0207_1__EASA_AD_2017_0207_Superseded.pdf
2017-0209,1,2017-0209R1,2017-0209R1,,False,False,,,,2017-0209R1,True,d75bbb7db41f84fd,2017-0209R1__AD_2017-0209R1_1__EASA_AD_2017_0209_R1.pdf
2017-0210,1,2017-0210,2017-0210,2017-11-07,False,False,,,,2017-0210,True,5a3c4468a6c5fbf0,2017-0210__AD_2017-0210_1__EASA_AD_2017_0210_superseded.pdf
2017-0215,1,2017-0215,2017-0215,2017-11-07,False,False,,,,2017-0215,True,e6e331188eeb03cf,2017-0215__AD_2017-0215_1__EASA_AD_2017_0215_superseded.pdf
2017-0216,1,2017-0216,2017-0216,2017-11-13,False,False,,,,2017-0216,True,9ff83c6eb64e3b17,2017-0216__AD_2017-0216_1__EASA_AD_2017_0216.pdf
2017-0224,1,2017-0224,2017-0224,2017-11-17,False,False,,,,2017-0224,True,c59f4b754c71e596,2017-0224__AD_2017-0224_1__EASA_AD_2017_0224_superseded.pdf
2017-0228,1,2017-0228,2017-0228,2017-12-05,False,False,,,,2017-0228,True,46d2b115379eb893,2017-0228__AD_2017-0228_1__EASA_AD_2017_0228_cancelled.pdf
2017-0231,1,2017-0231,2017-0231,2017-12-05,False,False,,,,2017-0231,True,98e0fcae3b912eaf,2017-0231__AD_2017-0231_1__EASA_AD_2017_0231_superseded.pdf
2017-0233,1,2017-0233,2017-0233,2017-11-30,False,False,,,,2017-0233,True,2e524aea6aaa0f33,2017-0233__AD_2017-0233_1__EASA_AD_2017_0233.pdf
2017-0237,1,2017-0237R1,2017-0237R1,,False,False,,,,2017-0237R1,True,90d2b716c153020e,2017-0237R1__AD_2017-0237R1_1__EASA_AD_2017_0237_R1.pdf
2017-0245,1,2017-0245,2017-0245,2017-12-25,False,False,,,,2017-0245,True,f20cbcf1680db49a,2017-0245__AD_2017-0245_1__EASA_AD_2017_0245_superseded.pdf
2017-0246,1,2017-0246R1,2017-0246R1,,False,False,,,,2017-0246R1,True,117e86859bd8cd69,2017-0246R1__AD_2017-0246R1_1__EASA_AD_2017_0246_R1.pdf
2017-0249,1,2017-0249,2017-0249,2017-12-28,False,False,,,,2017-0249,True,dd9d9e8ee33bd542,2017-0249__AD_2017-0249_1__EASA_AD_2017_0249.pdf
2017-0251,1,2017-0251,2017-0251,2017-12-29,False,False,,,,2017-0251,True,0078708329b72075,2017-0251__AD_2017-0251_1__EASA_AD_2017_0251_superseded.pdf
2017-0257,1,2017-0257R1,2017-0257R1,,False,False,,,,2017-0257R1,True,a7eaffb1ad80380c,2017-0257R1__AD_2017-0257R1_1__EASA_AD_2017_0257_R1_superseded.pdf
2018-0004,1,2018-0004,2018-0004,2018-01-23,False,False,,,,2018-0004,True,7380aa00c764a2bb,2018-0004__AD_2018-0004_1__EASA_AD_2018_0004_superseded.pdf
2018-0005,1,2018-0005,2018-0005,2018-01-24,False,False,,,,2018-0005,True,5eb9561d42d42fcf,2018-0005__AD_2018-0005_1__EASA_AD_2018_0005.pdf
2018-0007,1,2018-0007R1,2018-0007R1,2018-01-24,False,False,,,,2018-0007R1,True,07b111747796b934,2018-0007R1__AD_2018-0007R1_1__EASA_AD_2018_0007_R1.pdf
2018-0008,1,2018-0008,2018-0008,2018-01-24,False,False,,,,2018-0008,True,a1bff788b6eae7c8,2018-0008__AD_2018-0008_1__EASA_AD_2018_0008.pdf
2018-0023,1,2018-0023,2018-0023,2018-02-09,False,False,,,,2018-0023,True,c6535194dc72cb27,2018-0023__AD_2018-0023_1__EASA_AD_2018_0023_C1.pdf
2018-0024,1,2018-0024,2018-0024,2018-02-12,False,False,,,,2018-0024,True,40625a8e7aa4ee35,2018-0024__AD_2018-0024_1__EASA_AD_2018_0024.pdf
2018-0031,1,2018-0031,2018-0031,2018-02-07,False,False,,,,2018-0031,True,6e8348dc63bced12,2018-0031__AD_2018-0031_1__EASA_AD_2018_0031.pdf
2018-0034,1,2018-0034,2018-0034,2021-11-17,False,False,,,,2018-0034,True,3236ce411057e206,2018-0034-CN__AD_2018-0034-CN_1__EASA_AD_2018_0034_CN.pdf
2018-0036,1,2018-0036,2018-0036,2018-02-21,False,False,,,,2018-0036,True,a3e59755161b6b82,2018-0036__AD_2018-0036_1__EASA_AD_2018_0036.pdf
2018-0037,1,2018-0037,2018-0037,2018-02-21,False,False,,,,2018-0037,True,76bd16106575f0aa,2018-0037__AD_2018-0037_1__EASA_AD_2018_0037_superseded.pdf
2018-0038,1,2018-0038,2018-0038,2018-02-21,False,False,,,,2018-0038,True,c75123b9b630927a,2018-0038__AD_2018-0038_1__EASA_AD_2018_0038_C1.pdf
2018-0041,1,2018-0041R1,2018-0041R1,,False,False,,,,2018-0041R1,True,e74884e5927ffed4,2018-0041R1__AD_2018-0041R1_1__EASA_AD_2018_0041_R1_C1.pdf
2018-0043,1,2018-0043R1,2018-0043R1,,False,False,,,,2018-0043R1,True,d1d25d2334d26a82,2018-0043R1__AD_2018-0043R1_1__EASA_AD_2018_0043_R1.pdf
2018-0045,1,2018-0045,2018-0045,2018-03-01,False,False,,,,2018-0045,True,0d4c57a61f14b4f7,2018-0045__AD_2018-0045_1__EASA_AD_2018_0045_superseded.pdf
2018-0054,1,2018-0054,2018-0054,2018-03-23,False,False,,,,2018-0054,True,c27ac417e4925d3e,2018-0054__AD_2018-0054_1__EASA_AD_2018_0054.pdf
2018-0058,1,2018-0058R2,2018-0058R2,,False,False,,,,2018-0058R2,True,65a0677312897262,2018-0058R2__AD_2018-0058R2_2__EASA_AD_2018_0058_R2.pdf
2018-0060,1,2018-0060R1,2018-0060R1,,False,False,,,,2018-0060R1,True,def4b1cc0d1218b1,2018-0060R1__AD_2018-0060R1_1__EASA_AD_2018_0060_R1.pdf
2018-0062,1,2018-0062,2018-0062,2018-04-03,False,False,,,,2018-0062,True,f10d20aad26f10d3,2018-0062__AD_2018-0062_2__EASA_AD_2018_0062.pdf
2018-0064,1,2018-0064,2018-0064,2018-04-06,False,False,,,,2018-0064,True,5995f27f530051d2,2018-0064__AD_2018-0064_2__EASA_AD_2018_0064.pdf
2018-0068,1,2018-0068,2018-0068,2018-04-09,False,False,,,,2018-0068,True,e82e3dabb6acae9d,2018-0068__AD_2018-0068_1__EASA_AD_2018_0068_superseded.pdf
2018-0074,1,2018-0074,2018-0074,2018-04-19,False,False,,,,2018-0074,True,52bedf1ef004710f,2018-0074__AD_2018-0074_1__EASA_AD_2018_0074.pdf
2018-0091,1,2018-0091,2018-0091,2018-05-04,False,False,,,,2018-0091,True,26cfb6be9affd408,2018-0091__AD_2018-0091_1__EASA_AD_2018_0091.pdf
2018-0096,1,2018-0096,2018-0096,2018-05-08,False,False,,,,2018-0096,True,a471ee1f52c06124,2018-0096__AD_2018-0096_1__EASA_AD_2018_0096_superseded.pdf
2018-0097,1,2018-0097,2018-0097,2018-05-08,False,False,,,,2018-0097,True,83648a916a11f3b5,2018-0097__AD_2018-0097_1__EASA_AD_2018_0097_superseded.pdf
2018-0098,1,2018-0098,2018-0098,2018-05-08,False,False,,,,2018-0098,True,bbf89c962f209bac,2018-0098__AD_2018-0098_1__EASA_AD_2018_0098.pdf
2018-0099,1,2018-0099,2018-0099,2018-05-24,False,False,,,,2018-0099,True,5f26bfe4255277ae,2018-0099__AD_2018-0099_1__EASA_AD_2018_0099.pdf
2018-0100,1,2018-0100,2018-0100,2018-06-01,False,False,,,,2018-0100,True,db329aa59700f9d8,2018-0100__AD_2018-0100_1__EASA_AD_2018_0100_superseded.pdf
2018-0102,1,2018-0102,2018-0102,2018-05-11,False,False,,,,2018-0102,True,63b4de52fdad9ed3,2018-0102__AD_2018-0102_1__EASA_AD_2018_0102.pdf
2018-0108,1,2018-0108,2018-0108,2018-05-29,False,False,,,,2018-0108,True,75144c1f05797c10,2018-0108__AD_2018-0108_1__EASA_AD_2018_0108.pdf
2018-0110,1,2018-0110,2018-0110,2018-05-31,False,False,,,,2018-0110,True,4687a64ed038cd42,2018-0110__AD_2018-0110_1__EASA_AD_2018_0110.pdf
2018-0111,1,2018-0111R1,2018-0111R1,2018-05-31,False,False,,,,2018-0111R1,True,7adf10f5be833f6a,2018-0111R1__AD_2018-0111R1_1__EASA_AD_2018_0111_R1.pdf
2018-0116,1,2018-0116,2018-0116,2018-06-12,False,False,,,,2018-0116,True,1bddef6b7232973c,2018-0116__AD_2018-0116_1__EASA_AD_2018_0116_superseded.pdf
2018-0117,1,2018-0117R1,2018-0117R1,2018-06-12,False,False,,,,2018-0117R1,True,652569fbec25dee1,2018-0117R1__AD_2018-0117R1_1__EASA_AD_2018_0117_R1.pdf
2018-0118,1,2018-0118R1,2018-0118R1,2018-06-12,False,False,,,,2018-0118R1,True,9edca6afe675254b,2018-0118R1__AD_2018-0118R1_1__EASA_AD_2018_0118_R1_superseded.pdf
2018-0119,1,2018-0119,2018-0119,2018-06-12,False,False,,,,2018-0119,True,9698cc59942b2376,2018-0119__AD_2018-0119_1__EASA_AD_2018_0119.pdf
2018-0123,1,2018-0123,2018-0123,2018-06-18,False,False,,,,2018-0123,True,5c23b359613c46a0,2018-0123__AD_2018-0123_1__EASA_AD_2018_0123.pdf
2018-0129,1,2018-0129,2018-0129,2018-06-29,False,False,,,,2018-0129,True,964fafe5d6a61729,2018-0129__AD_2018-0129_1__EASA_AD_2018_0129.pdf
2018-0131,1,2018-0131,2018-0131,2018-07-03,False,False,,,,2018-0131,True,a29c60380290526c,2018-0131__AD_2018-0131_2__EASA_AD_2018_0131_superseded.pdf
2018-0135,1,2018-0135R1,2018-0135R1,2018-07-10,False,False,,,,2018-0135R1,True,79068a74b8700115,2018-0135R1__AD_2018-0135R1_1__EASA_AD_2018_0135_R1_superseded.pdf
2018-0136,1,2018-0136,2018-0136,2018-07-10,False,False,,,,2018-0136,True,7561afa369202d06,2018-0136__AD_2018-0136_1__EASA_AD_2018_0136_superseded.pdf
2018-0137,1,2018-0137R1,2018-0137R1,,False,False,,,,2018-0137R1,True,94771289bde2e87d,2018-0137R1__AD_2018-0137R1_1__EASA_AD_2018_0137_R1.pdf
2018-0138,1,2018-0138,2018-0138,2018-07-12,False,False,,,,2018-0138,True,b03116e6c94b38e4,2018-0138__AD_2018-0138_1__EASA_AD_2018_0138.pdf
2018-0141,1,2018-0141,2018-0141,2018-07-17,False,False,,,,2018-0141,True,be70f64e5d235cf5,2018-0141__AD_2018-0141_1__EASA_AD_2018_0141_superseded.pdf
2018-0144,1,2018-0144R1,2018-0144R1,,False,False,,,,2018-0144R1,True,a2027d098ed31f5f,2018-0144R1__AD_2018-0144R1_1__EASA_AD_2018_0144_R1.pdf
2018-0145,1,2018-0145R3,2018-0145R3,2018-07-24,False,False,,,,2018-0145R3,True,e8a9de27b89106db,2018-0145R3__AD_2018-0145R3_1__EASA_AD_2018_0145_R3.pdf
2018-0146,1,2018-0146,2018-0146,2018-07-26,False,False,,,,2018-0146,True,d442f86bcc378681,2018-0146__AD_2018-0146_1__EASA_AD_2018_0146.pdf
2018-0147,1,2018-0147,2018-0147,2018-07-27,False,False,,,,2018-0147,True,3a7b2d327f628d5b,2018-0147__AD_2018-0147_1__EASA_AD_2018_0147_superseded.pdf
2018-0148,1,2018-0148R1,2018-0148R1,,False,False,,,,2018-0148R1,True,d08016e71ecaba4b,2018-0148R1__AD_2018-0148R1_1__EASA_AD_2018_0148_R1_superseded.pdf
2018-0150,1,2018-0150,2018-0150,2018-07-30,False,False,,,,2018-0150,True,50474b7a822d12e2,2018-0150__AD_2018-0150_1__EASA_AD_2018_0150.pdf
2018-0151,1,2018-0151,2018-0151,2018-07-30,False,False,,,,2018-0151,True,cb9808f970613d05,2018-0151__AD_2018-0151_1__EASA_AD_2018_0151.pdf
2018-0154,1,2018-0154,2018-0154,2018-08-02,False,False,,,,2018-0154,True,a4059eb4ffc27d6a,2018-0154__AD_2018-0154_1__EASA_AD_2018_0154.pdf
2018-0155,1,2018-0155,2018-0155,2018-08-03,False,False,,,,2018-0155,True,bc7aecfb64420bc5,2018-0155__AD_2018-0155_1__EASA_AD_2018_0155.pdf
2018-0160,1,2018-0160,2018-0160,2018-08-08,False,False,,,,2018-0160,True,9e02008ceb6421aa,2018-0160__AD_2018-0160_1__EASA_AD_2018_0160.pdf
2018-0161,1,2018-0161,2018-0161,2018-08-08,False,False,,,,2018-0161,True,114c310d53c0956d,2018-0161__AD_2018-0161_1__EASA_AD_2018_0161.pdf
2018-0162,1,2018-0162,2018-0162,2018-08-08,False,False,,,,2018-0162,True,06307d7b2cbc34ee,2018-0162__AD_2018-0162_1__EASA_AD_2018_0162.pdf
2018-0170,1,2018-0170,2018-0170,2018-08-20,False,False,,,,2018-0170,True,961c2d1c62637125,2018-0170__AD_2018-0170_1__EASA_AD_2018_0170_superseded.pdf
2018-0174,1,2018-0174,2018-0174,2018-08-28,False,False,,,,2018-0174,True,d166cffc08a27322,2018-0174__AD_2018-0174_1__EASA_AD_2018_0174.pdf
2018-0178,1,2018-0178,2018-0178,2018-09-06,False,False,,,,2018-0178,True,11c83ace8fc4bf26,2018-0178__AD_2018-0178_2__EASA_AD_2018_0178.pdf
2018-0179,1,2018-0179,2018-0179,2018-09-06,False,False,,,,2018-0179,True,4678894e5b312b9a,2018-0179__AD_2018-0179_1__EASA_AD_2018_0179_superseded.pdf
2018-0180,1,2018-0180,2018-0180,2018-09-10,False,False,,,,2018-0180,True,25631ed9d408cdfe,2018-0180__AD_2018-0180_1__EASA_AD_2018_0180_superseded.pdf
2018-0189,1,2018-0189,2018-0189,2018-09-13,False,False,,,,2018-0189,True,78b956072914d632,2018-0189__AD_2018-0189_1__EASA_AD_2018_0189.pdf
2018-0191,1,2018-0191R1,2018-0191R1,,False,False,,,,2018-0191R1,True,b374b0538a5385f8,2018-0191R1__AD_2018-0191R1_1__EASA_AD_2018_0191_R1.pdf
2018-0192,1,2018-0192,2018-0192,2018-09-17,False,False,,,,2018-0192,True,cfc51171161bbb4b,2018-0192__AD_2018-0192_1__EASA_AD_2018_0192.pdf
2018-0196,1,2018-0196,2018-0196,2018-09-19,False,False,,,,2018-0196,True,230ac78757c86c84,2018-0196__AD_2018-0196_1__EASA_AD_2018_0196.pdf
2018-0198,1,2018-0198,2018-0198,2018-09-20,False,False,,,,2018-0198,True,0d49d4e2e3508541,2018-0198__AD_2018-0198_1__EASA_AD_2018_0198.pdf
2018-0200,1,2018-0200,2018-0200,2018-09-20,False,False,,,,2018-0200,True,7308deb5947e593a,2018-0200__AD_2018-0200_1__EASA_AD_2018_0200.pdf
2018-0201,1,2018-0201,2018-0201,2018-09-21,False,False,,,,2018-0201,True,81785ba5383d504d,2018-0201__AD_2018-0201_1__EASA_AD_2018_0201.pdf
